order_id,order_ts,region,channel,category,sku,qty,unit_price,currency,status,campaign,customer_id
10051,2026-09-01 12:46:10, us,app,home,LM-HOME-179,2,86.31,USD,cancelled,,C1027
10052,2026-09-01 20:27:08, us,app,sports,LM-SPRT-106,3,161.98,USD,paid,organic,C1388
10053,2026-09-01 08:48:53, us,marketplace,grocery,LM-GROC-110,1,86.63,USD,paid,affiliate,C1019
10054,2026-09-01 20:02:48,US,app,home,LM-HOME-125,1,60.41,USD,paid,spring_push,C1636
10055,2026-09-01 06:29:44,APAC,marketplace,electronics,LM-ELEC-121,2,163.48,USD,refunded,,C1621
10056,2026-09-01 18:01:59,APAC,store,home,LM-HOME-150,1,231.83,USD,paid,retarget,C1077
10057,2026-09-01 21:38:51,US,web,electronics,LM-ELEC-144,1,169.9,USD,paid,,C1438
10058,2026-09-01 13:52:31,US,store,home,LM-HOME-146,3,158.41,USD,paid,affiliate,C1724
10059,2026-09-01 19:51:58,eu ,store,electronics,LM-ELEC-159,3,232.01,USD,paid,affiliate,C1845
10060,2026-09-01 08:56:28,EU,store,beauty,LM-BEAU-172,1,205.67,USD,paid,,C1684
10061,2026-09-01 15:13:22,APAC,marketplace,home,LM-HOME-135,2,205.5,USD,paid,,C1718
10062,2026-09-01 02:15:46, us,store,sports,LM-SPRT-171,1,128.1,USD,paid,retarget,C1707
10063,2026-09-01 09:14:25,EU,marketplace,grocery,LM-GROC-184,2,192.06,USD,paid,,C1377
10064,2026-09-01 17:21:22, us,marketplace,sports,LM-SPRT-139,1,107.0,USD,cancelled,organic,C1236
10065,2026-09-01 22:11:12,EU,store,electronics,LM-ELEC-135,1,36.18,USD,refunded,,C1778
10066,2026-09-01 07:23:11,APAC,web,beauty,LM-BEAU-190,1,201.25,USD,paid,,C1129
10067,2026-09-01 20:55:48, us,web,home,LM-HOME-101,3,76.13,USD,paid,,C1291
10068,2026-09-01 08:55:30,US,web,grocery,LM-GROC-151,1,51.18,USD,paid,affiliate,C1075
10069,2026-09-01 09:05:15,US,store,home,LM-HOME-177,1,43.04,USD,refunded,,C1809
10070,2026-09-01 09:55:37, us,marketplace,sports,LM-SPRT-172,2,112.79,USD,paid,,C1061
,2026-09-01 21:05:10,EU,app,home,LM-HOME-170,1,153.31,USD,paid,spring_push,C1160
10072,2026-09-01 07:18:45,APAC,store,grocery,LM-GROC-109,3,117.28,USD,paid,retarget,C1946
10073,2026-09-01 07:41:09,APAC,app,sports,LM-SPRT-109,1,106.92,USD,refunded,spring_push,C1169
10074,2026-09-01 03:29:44,APAC,store,sports,LM-SPRT-134,3,221.76,USD,paid,,C1552
10075,2026-09-01 23:20:38,APAC,web,home,LM-HOME-111,3,17.73,USD,paid,retarget,C1984
10076,2026-09-01 08:36:02,EU,store,sports,LM-SPRT-166,3,228.61,USD,cancelled,affiliate,C1938
10077,2026-09-01 02:30:22, us,marketplace,sports,LM-SPRT-141,2,155.45,USD,paid,spring_push,C1878
10078,2026-09-01 17:02:29,US,marketplace,grocery,LM-GROC-132,2,75.22,USD,paid,organic,C1118
10079,2026-09-01 21:55:34, us,store,grocery,LM-GROC-106,3,199.47,USD,paid,retarget,C1530
10080,2026-09-01 08:35:08,APAC,store,grocery,LM-GROC-189,2,N/A,USD,paid,affiliate,C1124
10081,2026-09-01 17:00:35, us,web,sports,LM-SPRT-128,1,172.81,USD,paid,spring_push,C1472
10082,2026-09-01 16:45:17, us,store,electronics,LM-ELEC-160,2,224.41,USD,paid,retarget,C1467
10083,2026-09-01 23:56:08,US,marketplace,grocery,LM-GROC-198,1,221.91,USD,refunded,affiliate,C1348
10084,2026-09-01 23:19:53,eu ,store,sports,LM-SPRT-119,1,198.46,USD,paid,affiliate,C1551
10085,2026-09-01 14:59:20,EU,app,beauty,LM-BEAU-173,3,185.11,USD,paid,affiliate,C1239
10086,2026-09-01 22:58:51, us,store,grocery,LM-GROC-184,1,82.16,USD,paid,retarget,C1507
10087,2026-09-01 03:55:54, us,web,electronics,LM-ELEC-167,3,231.98,USD,paid,affiliate,C1015
10088,2026-09-01 10:39:44, us,web,grocery,LM-GROC-142,1,25.82,USD,paid,,C1389
10089,2026-09-01 07:40:43,APAC,app,grocery,LM-GROC-195,3,16.81,USD,paid,spring_push,C1444
10090,2026-09-01 00:02:20,US,marketplace,home,LM-HOME-145,2,47.01,USD,paid,organic,C1441
10091,2026-09-01 05:11:05,eu ,store,sports,LM-SPRT-179,2,139.51,USD,paid,retarget,C1509
10092,2026-09-01 14:16:42,US,store,electronics,LM-ELEC-136,1,115.26,USD,paid,,C1161
10093,2026-09-01 22:16:29,APAC,app,beauty,LM-BEAU-149,3,77.75,USD,paid,affiliate,C1109
10094,2026-09-01 09:01:53, us,marketplace,sports,LM-SPRT-101,1,141.57,USD,cancelled,,C1885
10095,2026-09-01 07:38:51,APAC,app,home,LM-HOME-181,3,181.01,USD,paid,retarget,C1635
10096,2026-09-01 01:19:50, us,web,electronics,LM-ELEC-174,1,217.64,USD,cancelled,organic,C1749
10097,2026-09-01 06:08:50,eu ,marketplace,beauty,LM-BEAU-167,1,181.54,USD,paid,,C1935
10098,2026-09-01 09:47:55,APAC,web,electronics,LM-ELEC-159,1,220.1,USD,paid,spring_push,C1144
10099,2026-09-01 11:05:50, us,web,electronics,LM-ELEC-133,2,232.42,USD,refunded,,C1126
10100,2026-09-01 11:06:43,EU,store,beauty,LM-BEAU-103,3,96.71,USD,cancelled,,C1905
10101,2026-09-01 20:52:29,APAC,store,beauty,LM-BEAU-114,3,59.75,USD,paid,retarget,C1046
10102,2026-09-01 17:08:24, us,marketplace,beauty,LM-BEAU-185,2,35.38,USD,paid,,C1429
10103,2026-09-01 19:26:17,US,marketplace,electronics,LM-ELEC-127,2,160.11,USD,paid,affiliate,C1455
10104,2026-09-01 17:57:41,APAC,web,beauty,LM-BEAU-150,1,235.58,USD,paid,organic,C1194
10105,2026-09-01 20:38:01,US,marketplace,grocery,LM-GROC-131,1,161.93,USD,cancelled,retarget,C1805
10106,2026-09-01 07:21:49,EU,web,home,LM-HOME-135,3,56.46,USD,paid,retarget,C1133
10107,2026-09-01 04:00:22,EU,marketplace,electronics,LM-ELEC-102,1,161.53,USD,paid,retarget,C1271
10108,2026-09-01 15:28:49,APAC,web,grocery,LM-GROC-157,3,34.81,USD,paid,,C1226
10109,2026-09-01 00:03:30, us,store,home,LM-HOME-187,3,78.33,USD,cancelled,spring_push,C1502
10110,2026-09-01 19:09:04,EU,marketplace,grocery,LM-GROC-179,1,216.68,USD,paid,,C1561
10111,2026-09-01 16:38:27,US,web,grocery,LM-GROC-183,3,131.32,USD,paid,,C1738
10112,2026-09-01 10:52:29, us,store,grocery,LM-GROC-193,2,214.09,USD,paid,spring_push,C1320
10113,2026-09-01 15:04:05,US,web,beauty,LM-BEAU-155,1,229.26,USD,cancelled,spring_push,C1762
10114,2026-09-01 17:21:42,US,store,electronics,LM-ELEC-145,3,22.39,USD,refunded,affiliate,C1888
10115,2026-09-01 03:36:32,EU,app,home,LM-HOME-184,1,147.49,USD,paid,affiliate,C1229
10116,2026-09-01 18:14:51, us,web,beauty,LM-BEAU-177,3,93.59,USD,paid,organic,C1029
10117,2026-09-01 04:36:42, us,web,beauty,LM-BEAU-118,1,89.76,USD,paid,spring_push,C1093
10118,2026-09-01 05:23:19,APAC,web,electronics,LM-ELEC-106,2,105.69,USD,paid,retarget,C1161
10119,2026-09-01 13:31:38, us,store,home,LM-HOME-134,1,71.49,USD,cancelled,retarget,C1773
10120,2026-09-01 21:37:31,eu ,marketplace,beauty,LM-BEAU-105,2,34.17,USD,cancelled,retarget,C1404
10121,2026-09-01 04:48:16,APAC,marketplace,home,LM-HOME-115,1,55.82,USD,paid,spring_push,C1509
10122,2026-09-01 07:32:35,APAC,web,electronics,LM-ELEC-150,1,N/A,USD,cancelled,spring_push,C1446
10123,2026-09-01 12:45:40, us,marketplace,home,LM-HOME-114,1,141.79,USD,refunded,affiliate,C1021
10124,2026-09-01 11:05:27,US,app,electronics,LM-ELEC-155,3,115.01,USD,cancelled,,C1410
10125,2026-09-01 10:49:10,US,web,grocery,LM-GROC-167,1,181.15,USD,paid,,C1198
10126,2026-09-01 04:15:06,EU,marketplace,beauty,LM-BEAU-125,1,176.89,USD,cancelled,retarget,C1616
10127,2026-09-01 15:29:48,eu ,store,home,LM-HOME-187,1,228.72,USD,cancelled,,C1658
10128,2026-09-01 10:09:28,US,store,sports,LM-SPRT-156,1,208.57,USD,cancelled,organic,C1815
10129,2026-09-01 14:28:02,US,marketplace,home,LM-HOME-136,1,125.95,USD,paid,spring_push,C1660
10130,2026-09-01 14:37:35,US,store,home,LM-HOME-173,3,146.03,USD,paid,retarget,C1329
10131,2026-09-02 22:05:32,EU,web,electronics,LM-ELEC-131,1,112.8,USD,paid,affiliate,C1449
10132,2026-09-02 12:26:49,APAC,web,sports,LM-SPRT-180,1,92.74,USD,paid,organic,C1067
10133,2026-09-02 21:58:38,EU,marketplace,sports,LM-SPRT-110,2,74.28,USD,cancelled,,C1679
10134,2026-09-02 21:25:08,eu ,web,beauty,LM-BEAU-139,1,232.52,USD,cancelled,,C1385
10135,2026-09-02 21:58:33,US,store,beauty,LM-BEAU-165,1,163.63,USD,cancelled,organic,C1018
10136,2026-09-02 06:14:08,EU,web,electronics,LM-ELEC-137,1,87.61,USD,paid,spring_push,C1519
10137,2026-09-02 04:38:24,EU,app,sports,LM-SPRT-123,1,161.74,USD,refunded,,C1828
10138,2026-09-02 23:15:28,eu ,marketplace,grocery,LM-GROC-196,1,103.61,USD,cancelled,affiliate,C1239
10139,2026-09-02 11:43:36, us,store,beauty,LM-BEAU-198,2,217.77,USD,paid,organic,C1796
10140,2026-09-02 19:08:55,APAC,web,sports,LM-SPRT-182,2,232.19,USD,paid,affiliate,C1895
10141,2026-09-02 02:48:10,APAC,store,home,LM-HOME-165,3,205.54,USD,paid,retarget,C1850
10142,2026-09-02 13:03:25,eu ,marketplace,electronics,LM-ELEC-130,2,213.29,USD,paid,affiliate,C1083
10143,2026-09-02 20:21:50,EU,app,home,LM-HOME-104,1,223.99,USD,cancelled,organic,C1939
10144,2026-09-02 02:01:16,EU,app,electronics,LM-ELEC-170,2,112.35,USD,paid,,C1540
10145,2026-09-02 07:26:40,eu ,store,beauty,LM-BEAU-108,1,78.22,USD,paid,spring_push,C1856
10146,2026-09-02 18:15:45,EU,marketplace,sports,LM-SPRT-154,3,12.3,USD,refunded,spring_push,C1629
10147,2026-09-02 02:33:23,US,web,sports,LM-SPRT-149,2,51.86,USD,cancelled,affiliate,C1044
10148,2026-09-02 02:22:15,US,marketplace,beauty,LM-BEAU-117,1,181.5,USD,paid,spring_push,C1360
10149,2026-09-02 20:11:51,EU,web,electronics,LM-ELEC-191,2,235.56,USD,paid,affiliate,C1037
10150,2026-09-02 09:32:25,eu ,store,home,LM-HOME-132,1,213.56,USD,paid,spring_push,C1771
10151,2026-09-02 20:21:17,US,marketplace,beauty,LM-BEAU-155,1,208.09,USD,paid,affiliate,C1761
10152,2026-09-02 22:31:23,eu ,marketplace,grocery,LM-GROC-110,1,233.92,USD,paid,affiliate,C1080
10153,2026-09-02 02:20:42,APAC,marketplace,electronics,LM-ELEC-157,3,76.51,USD,paid,,C1734
10154,2026-09-02 11:39:27,APAC,web,grocery,LM-GROC-109,1,112.01,USD,cancelled,affiliate,C1372
10155,2026-09-02 21:50:28,US,app,electronics,LM-ELEC-108,1,41.55,USD,refunded,retarget,C1797
10156,2026-09-02 19:09:43, us,marketplace,beauty,LM-BEAU-147,2,228.3,USD,paid,affiliate,C1781
10157,2026-09-02 20:17:15,US,web,electronics,LM-ELEC-194,3,93.45,USD,paid,retarget,C1511
10158,2026-09-02 22:28:13,eu ,marketplace,sports,LM-SPRT-188,1,69.1,USD,paid,affiliate,C1204
10159,2026-09-02 14:05:51,APAC,marketplace,home,LM-HOME-190,2,48.47,USD,cancelled,spring_push,C1563
10160,2026-09-02 20:11:50,APAC,app,beauty,LM-BEAU-115,1,173.28,USD,cancelled,retarget,C1811
10161,2026-09-02 11:29:51,eu ,app,grocery,LM-GROC-178,1,92.05,USD,refunded,spring_push,C1067
10162,2026-09-02 18:04:08,APAC,web,grocery,LM-GROC-157,3,103.6,USD,paid,affiliate,C1696
10163,2026-09-02 04:27:32,US,web,electronics,LM-ELEC-166,3,156.61,USD,paid,retarget,C1311
10164,2026-09-02 09:54:05,APAC,app,beauty,LM-BEAU-181,1,88.6,USD,refunded,,C1281
10165,2026-09-02 20:10:37,eu ,app,beauty,LM-BEAU-121,3,132.0,USD,refunded,,C1737
10166,2026-09-02 02:02:41,eu ,marketplace,beauty,LM-BEAU-183,3,18.04,USD,paid,retarget,C1785
10167,2026-09-02 17:18:41,APAC,store,sports,LM-SPRT-131,1,123.8,USD,cancelled,affiliate,C1304
10168,2026-09-02 14:13:21,eu ,app,home,LM-HOME-140,1,110.27,USD,paid,organic,C1751
10169,2026-09-02 16:35:06,APAC,app,beauty,LM-BEAU-159,2,38.77,USD,paid,spring_push,C1273
10170,2026-09-02 19:26:15,EU,marketplace,electronics,LM-ELEC-173,1,20.22,USD,paid,organic,C1194
10171,2026-09-02 15:01:05, us,store,grocery,LM-GROC-130,3,116.57,USD,paid,retarget,C1597
10172,2026-09-02 21:30:18,eu ,web,home,LM-HOME-113,1,123.07,USD,cancelled,affiliate,C1137
10173,2026-09-02 01:36:35,EU,marketplace,beauty,LM-BEAU-170,2,93.21,USD,paid,organic,C1075
10174,2026-09-02 21:39:07,EU,web,grocery,LM-GROC-150,3,73.26,USD,refunded,organic,C1813
10175,2026-09-02 19:32:25,eu ,web,sports,LM-SPRT-105,1,183.27,USD,paid,spring_push,C1140
10176,2026-09-02 16:08:20,eu ,marketplace,grocery,LM-GROC-120,3,114.29,USD,refunded,affiliate,C1631
10177,2026-09-02 17:31:45,eu ,marketplace,beauty,LM-BEAU-160,3,86.37,USD,refunded,spring_push,C1377
10178,2026-09-02 22:40:01,eu ,store,home,LM-HOME-133,2,143.63,USD,cancelled,,C1591
10179,2026-09-02 20:46:39, us,app,home,LM-HOME-187,3,119.72,USD,refunded,retarget,C1032
10180,2026-09-02 13:09:26,EU,store,home,LM-HOME-164,1,12.88,USD,paid,,C1942
10181,2026-09-02 10:42:30,eu ,store,home,LM-HOME-140,1,128.58,USD,refunded,retarget,C1470
10182,2026-09-02 21:41:51,APAC,store,beauty,LM-BEAU-124,3,90.52,USD,cancelled,retarget,C1285
10183,2026-09-02 06:44:45, us,marketplace,electronics,LM-ELEC-161,1,187.03,USD,cancelled,organic,C1573
10184,2026-09-02 17:24:57, us,marketplace,beauty,LM-BEAU-198,1,36.71,USD,cancelled,retarget,C1297
10185,2026-09-02 08:47:30,EU,app,home,LM-HOME-168,1,222.41,USD,cancelled,organic,C1955
10186,2026-09-02 18:15:15,US,app,beauty,LM-BEAU-181,1,33.79,USD,cancelled,retarget,C1053
10187,2026-09-02 00:35:59,EU,store,beauty,LM-BEAU-183,2,31.78,USD,paid,affiliate,C1488
10188,2026-09-02 02:41:36,EU,web,beauty,LM-BEAU-122,1,74.57,USD,paid,affiliate,C1903
10189,2026-09-02 23:55:59,APAC,web,home,LM-HOME-101,2,190.91,USD,paid,organic,C1581
10190,2026-09-02 17:33:31,EU,store,beauty,LM-BEAU-134,1,113.68,USD,cancelled,retarget,C1828
10191,2026-09-02 05:00:47,APAC,marketplace,electronics,LM-ELEC-172,2,158.58,USD,cancelled,retarget,C1179
10192,2026-09-02 12:42:06,EU,app,grocery,LM-GROC-161,2,127.79,USD,paid,organic,C1958
10193,2026-09-02 10:19:37,eu ,web,beauty,LM-BEAU-133,2,63.02,USD,paid,organic,C1709
10194,2026-09-02 21:32:59,APAC,web,home,LM-HOME-181,2,79.53,USD,paid,organic,C1376
10195,2026-09-02 23:38:23, us,store,electronics,LM-ELEC-196,1,119.2,USD,paid,,C1821
10196,2026-09-02 02:33:28,eu ,marketplace,electronics,LM-ELEC-109,1,166.0,USD,refunded,,C1114
10197,2026-09-02 04:10:20,eu ,store,sports,LM-SPRT-114,3,55.3,USD,refunded,retarget,C1734
10198,2026-09-02 14:08:32, us,store,home,LM-HOME-172,3,111.63,USD,paid,spring_push,C1572
10199,2026-09-02 23:13:37,US,web,beauty,LM-BEAU-154,1,100.16,USD,paid,organic,C1717
10200,2026-09-02 01:18:26,EU,app,home,LM-HOME-198,1,236.79,USD,paid,affiliate,C1383
10201,2026-09-02 12:05:43,eu ,app,grocery,LM-GROC-183,2,209.82,USD,paid,organic,C1121
10202,2026-09-02 07:53:00,US,marketplace,sports,LM-SPRT-159,2,130.93,USD,cancelled,,C1434
10203,2026-09-02 08:12:59,US,web,electronics,LM-ELEC-184,1,115.13,USD,paid,affiliate,C1629
10204,2026-09-02 19:02:28,eu ,web,home,LM-HOME-131,1,56.21,USD,paid,spring_push,C1411
10205,2026-09-02 04:32:18,EU,marketplace,sports,LM-SPRT-173,1,183.14,USD,paid,,C1791
10206,2026-09-02 21:33:14, us,marketplace,beauty,LM-BEAU-135,1,78.36,USD,paid,spring_push,C1570
10207,2026-09-02 11:41:42, us,marketplace,electronics,LM-ELEC-189,2,137.18,USD,paid,affiliate,C1418
10208,2026-09-02 07:54:14,APAC,app,grocery,LM-GROC-159,1,183.15,USD,paid,spring_push,C1575
10209,2026-09-02 07:16:13,APAC,web,grocery,LM-GROC-157,3,131.19,USD,paid,organic,C1094
10210,2026-09-02 19:38:02,US,app,electronics,LM-ELEC-197,1,70.65,USD,cancelled,,C1741
10211,2026-09-02 09:58:00,EU,app,electronics,LM-ELEC-194,2,56.86,USD,paid,spring_push,C1764
10212,2026-09-02 06:25:58,EU,marketplace,grocery,LM-GROC-199,1,169.54,USD,cancelled,organic,C1389
10213,2026-09-02 15:29:06, us,marketplace,beauty,LM-BEAU-126,1,69.05,USD,refunded,organic,C1320
10214,2026-09-02 08:35:59,eu ,store,sports,LM-SPRT-137,1,180.1,USD,paid,retarget,C1200
10215,2026-09-02 17:41:43,APAC,marketplace,grocery,LM-GROC-197,3,201.42,USD,paid,affiliate,C1989
10216,2026-09-02 05:08:46,eu ,store,grocery,LM-GROC-123,2,47.45,USD,paid,,C1657
10217,2026-09-02 21:03:48,US,store,sports,LM-SPRT-117,1,202.74,USD,paid,retarget,C1069
,2026-09-02 01:39:40,eu ,store,home,LM-HOME-184,1,125.58,USD,paid,affiliate,C1016
10219,2026-09-02 23:17:34,APAC,web,sports,LM-SPRT-164,2,11.24,USD,refunded,affiliate,C1825
10220,2026-09-02 04:15:12,eu ,marketplace,electronics,LM-ELEC-145,1,221.03,USD,refunded,organic,C1814
10221,2026-09-02 22:14:19,US,web,beauty,LM-BEAU-111,2,114.76,USD,paid,affiliate,C1388
10222,2026-09-02 05:05:31, us,marketplace,grocery,LM-GROC-172,1,155.91,USD,cancelled,spring_push,C1916
10223,2026-09-02 18:30:17,US,web,home,LM-HOME-187,1,57.44,USD,cancelled,organic,C1920
10224,2026-09-02 00:13:37,EU,store,home,LM-HOME-109,1,223.51,USD,paid,organic,C1166
10225,2026-09-02 10:24:48,EU,web,sports,LM-SPRT-164,2,165.23,USD,refunded,organic,C1054
10226,2026-09-02 19:25:49,APAC,web,electronics,LM-ELEC-181,1,87.35,USD,refunded,organic,C1802
10227,2026-09-02 13:11:43,eu ,store,grocery,LM-GROC-110,1,90.87,USD,paid,,C1302
10228,2026-09-02 22:50:40,EU,store,home,LM-HOME-140,1,70.54,USD,paid,organic,C1109
10229,2026-09-02 03:08:05,EU,store,beauty,LM-BEAU-157,2,91.82,USD,paid,,C1568
10230,2026-09-02 02:38:38,APAC,store,home,LM-HOME-101,1,29.25,USD,refunded,organic,C1423
10231,2026-09-02 18:33:10, us,app,home,LM-HOME-117,3,218.06,USD,paid,organic,C1308
10232,2026-09-02 13:19:30,US,marketplace,electronics,LM-ELEC-132,1,47.21,USD,paid,retarget,C1738
10233,2026-09-02 04:19:00, us,marketplace,sports,LM-SPRT-179,3,53.77,USD,paid,affiliate,C1823
10234,2026-09-02 19:08:19,APAC,app,grocery,LM-GROC-161,1,108.19,USD,cancelled,organic,C1181
10235,2026-09-02 15:36:50,EU,marketplace,beauty,LM-BEAU-148,1,178.62,USD,cancelled,organic,C1836
10236,2026-09-02 18:34:11,eu ,web,beauty,LM-BEAU-193,1,224.27,USD,paid,affiliate,C1965
10237,2026-09-02 13:43:31,EU,marketplace,grocery,LM-GROC-130,1,200.94,USD,paid,organic,C1674
10238,2026-09-02 15:37:25,eu ,store,grocery,LM-GROC-169,2,25.62,USD,refunded,spring_push,C1809
10239,2026-09-02 03:49:15,APAC,app,sports,LM-SPRT-182,3,156.24,USD,paid,,C1045
10240,2026-09-02 03:00:06,APAC,app,grocery,LM-GROC-165,1,232.06,USD,paid,,C1571
10241,2026-09-02 14:49:43,eu ,app,sports,LM-SPRT-144,1,111.7,USD,paid,spring_push,C1494
10242,2026-09-02 04:22:19,APAC,store,grocery,LM-GROC-126,1,35.37,USD,cancelled,,C1494
10243,2026-09-02 10:04:19,US,web,home,LM-HOME-102,2,175.64,USD,paid,organic,C1663
10244,2026-09-02 05:21:35, us,store,electronics,LM-ELEC-129,1,127.95,USD,refunded,affiliate,C1644
10245,2026-09-02 06:28:37, us,store,grocery,LM-GROC-100,2,15.26,USD,refunded,retarget,C1210
10246,2026-09-02 05:23:20,EU,store,home,LM-HOME-114,3,32.06,USD,refunded,organic,C1686
10247,2026-09-02 12:37:07,APAC,marketplace,sports,LM-SPRT-158,1,146.7,USD,refunded,,C1176
10248,2026-09-02 04:20:07,EU,marketplace,beauty,LM-BEAU-114,3,145.12,USD,cancelled,retarget,C1382
10249,2026-09-02 18:24:27,EU,store,sports,LM-SPRT-181,2,105.32,USD,paid,,C1710
10250,2026-09-02 04:11:20, us,web,electronics,LM-ELEC-145,3,47.13,USD,paid,spring_push,C1496
10251,2026-09-02 13:43:31, us,store,grocery,LM-GROC-162,3,125.51,USD,paid,retarget,C1084
10252,2026-09-02 17:18:10, us,store,electronics,LM-ELEC-170,1,16.07,USD,paid,,C1115
10253,2026-09-03 23:28:34,EU,store,sports,LM-SPRT-113,1,133.98,USD,paid,retarget,C1304
